BMT1456212B,-42.55556596,-19.43788169
BMT1456254B,-42.55502084,-19.43931927
BMT1457262B,-42.55461343,-19.44046069
BMT1466103B,-42.55094748,-19.43607645
BMT1466894B,-42.55120754,-19.43777775
BMT1470401B,-42.55066216,-19.43732787
BMT1470422B,-42.54968618,-19.43702571
BMT1472746B,-42.55019177,-19.43568695
BMT1472809B,-42.54858084,-19.43519559
BMT1476190B,-42.54868179,-19.43671412
BMT1476204B,-42.54811549,-19.43639039
BMT1641761B,-42.4933366,-19.22168952
BMT1642104B,-42.49251006,-19.22290637
BMT1642251B,-42.49217912,-19.22028295
BMT1642265B,-42.49186255,-19.22172352
BMT1642447B,-42.49075229,-19.21971253
BMT1643511B,-42.48655366,-19.22074765
BMT1643651B,-42.48571409,-19.22094383
BMT1644043B,-42.48455237,-19.22231858
BMT1644085B,-42.48347257,-19.22268303
BMT1644211B,-42.48297417,-19.22170087
BMT1644365B,-42.48315767,-19.22275998
BMT1644435B,-42.48262159,-19.22487479
BMT1644442B,-42.48261539,-19.22465797
BMT1644498B,-42.48190195,-19.22281495
BMT1644582B,-42.48141627,-19.22474082
BMT1644813B,-42.47657701,-19.22164894
BMT1644946B,-42.47538918,-19.22286072
BMT1644967B,-42.47527126,-19.22311195
BMT1645037B,-42.47356199,-19.22547243
BMT1645149B,-42.47064505,-19.22908951
BMT1645282B,-42.4664697,-19.2329239
BMT1645499B,-42.46193452,-19.23974227
BMT1645548B,-42.46036498,-19.24102991
BMT1645555B,-42.46010513,-19.241234
BMT1645562B,-42.45983564,-19.24144699
BMT1645576B,-42.45937367,-19.24181082
BMT1645646B,-42.45698368,-19.24327666
BMT1645870B,-42.45591048,-19.24936631
BMT1645961B,-42.4552601,-19.24838197
BMT1645975B,-42.45473459,-19.24793217
BMT1645989B,-42.45433966,-19.24764673
BMT1646255B,-42.45288163,-19.24786122
BMT1646276B,-42.4522861,-19.24763619
BMT1646430B,-42.45152886,-19.24803201
BMT1646444B,-42.45249428,-19.24831637
BMT1646458B,-42.45356991,-19.24946918
BMT1646465B,-42.45327689,-19.24935674
BMT1646605B,-42.45093821,-19.23579661
BMT1646696B,-42.45088834,-19.24395037
BMT1646745B,-42.45165772,-19.24707658
BMT1646864B,-42.45088244,-19.24740893
BMT1646920B,-42.45071727,-19.24517612
BMT1646934B,-42.4504114,-19.24466616
BMT1647088B,-42.44910441,-19.2357259
BMT1647095B,-42.44863126,-19.23619792
BMT1647102B,-42.44843011,-19.23629445
BMT1647543B,-42.44963143,-19.24714767
BMT1647998B,-42.44706154,-19.23872259
BMT1648257B,-42.45040464,-19.23894982
BMT1648341B,-42.44560944,-19.23610157
BMT1648614B,-42.38513251,-19.31173144
BMT1648621B,-42.38484724,-19.31172735
BMT1648663B,-42.38311673,-19.31169349
BMT1648733B,-42.38036746,-19.31172626
BMT1648740B,-42.38013866,-19.31175909
BMT1648796B,-42.37782507,-19.31071449
BMT1648817B,-42.37695198,-19.31059357
BMT1648964B,-42.37460655,-19.31273603
BMT1649202B,-42.37455011,-19.30971923
BMT1649209B,-42.37423502,-19.30979596
BMT1649377B,-42.37267521,-19.31217545
BMT1649440B,-42.37123138,-19.32097685
BMT1649545B,-42.37097405,-19.31744245
BMT1649594B,-42.37290243,-19.31164596
BMT1649839B,-42.37259359,-19.30954657
BMT1649888B,-42.37082783,-19.30934053
BMT1649979B,-42.37157635,-19.32022331
BMT1649986B,-42.37142824,-19.31996834
BMT1650007B,-42.37098291,-19.31926662
BMT1650091B,-42.37094325,-19.31282773
BMT1650252B,-42.37043445,-19.31787713
BMT1650329B,-42.37044428,-19.32023408
BMT1650392B,-42.36840918,-19.31902179
BMT1650469B,-42.36871865,-19.31098064
BMT1650658B,-42.36801475,-19.31276742
BMT1650721B,-42.36852879,-19.31036386
BMT1650931B,-42.36739143,-19.31605433
BMT1651141B,-42.36823418,-19.31807113
BMT1651162B,-42.36777711,-19.31869662
BMT1651225B,-42.36829194,-19.31565196
