   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	
   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	
   2.8022215e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	
   2.8022215e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8029823e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	
   2.8022215e-01	   2.8019302e-01	   2.8019302e-01	   2.8029823e-01	   2.8029823e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	
   2.8022215e-01	   0.0000000e+00	   0.0000000e+00	   2.8019302e-01	   2.8019302e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	
   2.8022215e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   2.8019302e-01	
   2.8022215e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.8019302e-01	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   0.0000000e+00	
   2.8022215e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.8022215e-01	   2.8022215e-01	   2.8022215e-01	   0.0000000e+00	
   2.8022215e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.8022215e-01	   2.8022215e-01	   2.8019302e-01	   0.0000000e+00	
   2.8019302e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.8022215e-01	   2.8022215e-01	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.8022215e-01	   2.8022215e-01	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.8019302e-01	   2.8019302e-01	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   9.0000000e+00	   7.0000000e+00	   7.0000000e+00	   6.0000000e+00	   6.0000000e+00	   7.0000000e+00	   1.4000000e+01	   1.3000000e+01	   1.0000000e+01	   7.0000000e+00	
   3.4390951e+00	   1.8657615e+00	   1.9374849e+00	   2.0495217e+00	   2.1801883e+00	   3.0996091e+00	   3.8846054e+00	   3.9931402e+00	   2.9794259e+00	   2.2896632e+00	
   3.6400000e+02	   1.9600000e+02	   1.9500000e+02	   2.3500000e+02	   2.6100000e+02	   3.3400000e+02	   3.6800000e+02	   3.9500000e+02	   3.0700000e+02	   2.6000000e+02	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
